,tweet_id,timestamp,source,text,rating_numerator,rating_denominator,name,jpg_url,favorite_count,retweets,user_followers,friends_count,dog_stage,dog_breed,confidence_level
31,885984800019947520,2017-07-14 22:10:11,Twitter for iPhone,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,12,10,Jimbo,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,32851.0,6906.0,6513890.0,103.0,None,Blenheim_spaniel,0.972494
32,885528943205470208,2017-07-13 15:58:47,Twitter for iPhone,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,13,10,Maisey,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,36164.0,6527.0,6513890.0,103.0,None,pug,0.369275
33,885311592912609280,2017-07-13 01:35:06,Twitter for iPhone,RT @dog_rates: This is Lilly. She just parallel barked. Kindly requests a reward now. 13/10 would pet so well https://t.co/SATN4If5H5,13,10,Lilly,https://pbs.twimg.com/media/C4bTH6nWMAAX_bJ.jpg,0.0,18814.0,6513890.0,103.0,None,Labrador_retriever,0.908703
34,885167619883638784,2017-07-12 16:03:00,Twitter for iPhone,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,13,10,,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,22039.0,4439.0,6513890.0,103.0,None,malamute,0.8124819999999999
35,884925521741709313,2017-07-12 00:01:00,Twitter for iPhone,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",12,10,Earl,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,77835.0,18748.0,6513890.0,103.0,None,Italian_greyhound,0.259916
36,884876753390489601,2017-07-11 20:47:12,Twitter for iPhone,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,13,10,Lola,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,28058.0,5926.0,6513890.0,103.0,None,chow,0.822103
37,884562892145688576,2017-07-11 00:00:02,Twitter for iPhone,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,13,10,Kevin,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,24406.0,4989.0,6513890.0,103.0,None,pug,0.5464060000000001
38,884441805382717440,2017-07-10 15:58:53,Twitter for iPhone,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",14,10,,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,27110.0,5728.0,6513890.0,103.0,None,Pembroke,0.993225
39,884162670584377345,2017-07-09 21:29:42,Twitter for iPhone,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,12,10,Yogi,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,20466.0,3034.0,6513890.0,103.0,doggo,German_shepherd,0.707046
40,883838122936631299,2017-07-09 00:00:04,Twitter for iPhone,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,12,10,Noah,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,21993.0,3497.0,6513890.0,103.0,None,Doberman,0.610946
41,883482846933004288,2017-07-08 00:28:19,Twitter for iPhone,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",5,10,Bella,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,46162.0,10113.0,6513890.0,103.0,None,golden_retriever,0.943082
42,883360690899218434,2017-07-07 16:22:55,Twitter for iPhone,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,13,10,Grizzwald,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,22646.0,3738.0,6513890.0,103.0,None,chow,0.987997
43,883117836046086144,2017-07-07 00:17:54,Twitter for iPhone,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",13,10,,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,37380.0,6768.0,6513890.0,103.0,None,golden_retriever,0.949562
44,882992080364220416,2017-07-06 15:58:11,Twitter for iPhone,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,13,10,Rusty,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,24047.0,3986.0,6513890.0,103.0,None,Eskimo_dog,0.466778
45,882762694511734784,2017-07-06 00:46:41,Twitter for iPhone,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,12,10,Gus,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,28444.0,4993.0,6513889.0,103.0,None,Labrador_retriever,0.85005
46,882627270321602560,2017-07-05 15:48:34,Twitter for iPhone,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,13,10,Stanley,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,27988.0,6177.0,6513889.0,103.0,None,Pembroke,0.542982
47,882268110199369728,2017-07-04 16:01:23,Twitter for iPhone,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,13,10,Alfy,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,45156.0,11775.0,6513888.0,103.0,None,golden_retriever,0.762211
48,882045870035918850,2017-07-04 01:18:17,Twitter for iPhone,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",13,10,Koko,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,29507.0,5057.0,6513888.0,103.0,None,golden_retriever,0.00694063
49,881906580714921986,2017-07-03 16:04:48,Twitter for iPhone,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,12,10,Rey,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,24391.0,3443.0,6513889.0,103.0,None,Weimaraner,0.291539
50,881666595344535552,2017-07-03 00:11:11,Twitter for iPhone,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,13,10,Gary,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,50778.0,10834.0,6513889.0,103.0,None,Saluki,0.529012
51,881536004380872706,2017-07-02 15:32:16,Twitter for iPhone,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",14,10,,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,49670.0,16208.0,6513889.0,103.0,None,Samoyed,0.281463
52,881268444196462592,2017-07-01 21:49:04,Twitter for iPhone,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,12,10,Elliot,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,23158.0,5225.0,6513889.0,103.0,None,NaN,0.0
53,880935762899988482,2017-06-30 23:47:07,Twitter for iPhone,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,13,10,Louis,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,17083.0,2818.0,6513889.0,103.0,None,NaN,0.0
54,880872448815771648,2017-06-30 19:35:32,Twitter for iPhone,Ugh not again. We only rate dogs. Please don't send in well-dressed  floppy-tongued street penguins. Dogs only please. Thank you... 12/10 https://t.co/WiAMbTkDPf,12,10,,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,21393.0,3877.0,6513889.0,103.0,None,Pembroke,0.791416
55,880465832366813184,2017-06-29 16:39:47,Twitter for iPhone,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,12,10,Bella,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,28645.0,6380.0,6513889.0,103.0,None,golden_retriever,0.913255
56,880221127280381952,2017-06-29 00:27:25,Twitter for iPhone,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,12,10,Jesse,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,27196.0,4293.0,6513889.0,103.0,None,Chihuahua,0.238525
57,880095782870896641,2017-06-28 16:09:20,Twitter for iPhone,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,11,10,,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,27749.0,4420.0,6513889.0,103.0,None,miniature_pinscher,0.120298
58,879862464715927552,2017-06-28 00:42:13,Twitter for iPhone,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,13,10,Romeo,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,22399.0,3554.0,6513889.0,103.0,None,basset,0.813507
59,879492040517615616,2017-06-27 00:10:17,Twitter for iPhone,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,12,10,Bailey,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,23515.0,3237.0,6513889.0,103.0,None,German_short-haired_pointer,0.479896
60,879415818425184262,2017-06-26 19:07:24,Twitter for iPhone,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,13,10,Duddles,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,106369.0,44837.0,6513889.0,103.0,None,English_springer,0.383404
61,879376492567855104,2017-06-26 16:31:08,Twitter for iPhone,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,12,10,Jack,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,16844.0,3162.0,6513889.0,103.0,None,Labrador_retriever,0.0334961
62,879050749262655488,2017-06-25 18:56:45,Twitter for iPhone,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,11,10,Steven,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,22700.0,4790.0,6513889.0,103.0,None,NaN,0.0
63,879008229531029506,2017-06-25 16:07:47,Twitter for iPhone,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,13,10,Beau,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,19043.0,2736.0,6513889.0,103.0,None,vizsla,0.960513
64,878776093423087618,2017-06-25 00:45:22,Twitter for iPhone,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,13,10,Snoopy,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,19466.0,4194.0,6513889.0,103.0,None,Italian_greyhound,0.734684
65,878281511006478336,2017-06-23 16:00:04,Twitter for iPhone,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",13,10,Shadow,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,7797.0,1314.0,6513889.0,103.0,None,basset,0.32042
66,878057613040115712,2017-06-23 01:10:23,Twitter for iPhone,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,14,10,Emmy,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,42254.0,6960.0,6513889.0,103.0,None,French_bulldog,0.839097
67,877736472329191424,2017-06-22 03:54:17,Twitter for iPhone,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,13,10,Aja,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,80324.0,19501.0,6513889.0,103.0,None,Chesapeake_Bay_retriever,0.8379559999999999
68,877611172832227328,2017-06-21 19:36:23,Twitter for iPhone,RT @rachel2195: @dog_rates the boyfriend and his soaking wet pupper h*cking love his new hat 14/10 https://t.co/dJx4Gzc50G,14,10,,https://pbs.twimg.com/media/DCszHgmW0AAmIpT.jpg,0.0,81.0,6513889.0,103.0,None,Irish_setter,0.364729
69,877556246731214848,2017-06-21 15:58:08,Twitter for iPhone,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,12,10,Penny,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,22885.0,3895.0,6513889.0,103.0,None,basset,0.995368
70,877316821321428993,2017-06-21 00:06:44,Twitter for iPhone,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",13,10,Dante,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,27489.0,5272.0,6513889.0,103.0,None,Saluki,0.5099670000000001
71,877201837425926144,2017-06-20 16:29:50,Twitter for iPhone,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,12,10,Nelly,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,27277.0,5699.0,6514107.0,103.0,None,Pembroke,0.93112
72,876838120628539392,2017-06-19 16:24:33,Twitter for iPhone,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,12,10,Ginger,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,20792.0,3421.0,6513889.0,103.0,None,bloodhound,0.575751
73,876484053909872640,2017-06-18 16:57:37,Twitter for iPhone,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,13,10,Benedict,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,18868.0,2451.0,6513889.0,103.0,None,golden_retriever,0.874566
74,876120275196170240,2017-06-17 16:52:05,Twitter for iPhone,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",13,10,Venti,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,28070.0,4781.0,6513889.0,103.0,None,Bernese_mountain_dog,0.534327
75,875747767867523072,2017-06-16 16:11:53,Twitter for iPhone,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",13,10,Goose,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,25347.0,4374.0,6513889.0,103.0,None,Labrador_retriever,0.799551
76,875144289856114688,2017-06-15 00:13:52,Twitter for iPhone,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj,13,10,Nugget,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,22041.0,5015.0,6513889.0,103.0,None,Siberian_husky,0.245048
77,875021211251597312,2017-06-14 16:04:48,Twitter for iPhone,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,12,10,,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,25628.0,4801.0,6513889.0,103.0,None,West_Highland_white_terrier,0.7143189999999999
78,874680097055178752,2017-06-13 17:29:20,Twitter for iPhone,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,12,10,Cash,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,28031.0,4734.0,6513889.0,103.0,None,Labrador_retriever,0.836052
79,874296783580663808,2017-06-12 16:06:11,Twitter for iPhone,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,13,10,Jed,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,26226.0,4201.0,6513889.0,103.0,None,cocker_spaniel,0.437216
